117|0|5|1|25|20|5|1
118|0|1|1|20|20|5|1
159|0|5|1|25|20|5|1
414|0|5|1|125|20|15|5
422|0|5|1|500|20|25|15
723|7|8|1|60|20|12|0
724|0|5|1|100|20|15|5
728|9|5|1|200|1|15|0
729|7|8|1|70|20|10|0
730|7|8|1|65|20|11|0
731|7|8|1|110|20|12|0
733|0|5|1|400|20|15|5
765|7|9|1|40|20|5|0
769|7|8|1|15|20|5|0
774|3|7|2|60|20|7|0
783|7|6|1|200|10|10|0
785|7|9|1|80|20|10|0
787|0|5|1|25|20|5|1
814|7|1|1|100|20|1|0
818|3|7|2|400|20|15|0
858|0|1|1|100|20|13|3
929|0|1|1|300|20|22|12
954|0|4|1|200|20|1|1
955|0|4|1|150|20|1|1
961|0|5|1|10|10|5|0
1015|7|8|1|96|20|19|0
1017|0|5|1|400|20|25|15
1080|7|8|1|315|20|15|0
1081|7|8|1|200|20|15|0
1082|0|5|1|600|20|20|10
1177|0|8|1|12|10|8|0
1178|0|8|1|30|20|8|0
1179|0|5|1|125|20|15|5
1180|0|4|1|150|20|1|1
1181|0|4|1|100|20|1|1
1205|0|5|1|500|20|25|15
1206|3|7|2|1600|20|25|0
1210|3|7|2|1000|20|20|0
1251|0|7|1|34|20|1|0
1288|7|11|1|740|5|1|0
1326|0|5|1|40|20|15|0
1399|0|8|1|50|20|8|1
1401|0|5|1|56|20|14|4
1468|7|8|1|115|20|16|0
1475|7|11|1|330|5|1|0
1477|0|4|1|350|20|25|15
1478|0|4|1|250|20|25|15
1529|3|7|2|2800|20|35|0
1645|0|5|1|2000|20|45|35
1703|0|8|1|325|10|35|25
1705|3|7|2|2400|20|30|0
1707|0|5|1|1000|20|35|25
1708|0|5|1|1000|20|35|25
1710|0|1|1|500|20|31|21
1711|0|4|1|300|20|20|15
1712|0|4|1|250|20|25|15
2070|0|5|1|25|20|5|1
2091|0|8|1|855|10|20|10
2251|7|8|1|48|20|25|0
2287|0|5|1|125|20|15|5
2289|0|4|1|350|20|25|15
2290|0|4|1|300|20|25|15
2296|7|8|1|200|20|16|0
2304|0|6|1|60|10|5|1
2313|0|6|1|800|10|15|5
2318|7|6|1|45|20|10|0
2319|7|6|1|200|20|20|0
2320|7|5|1|10|20|5|0
2321|7|5|1|100|20|20|0
2324|7|11|1|25|10|5|0
2325|7|11|1|1000|10|40|0
2406|9|1|2|100|1|15|0
2407|9|1|2|650|1|13|0
2408|9|1|2|500|1|15|0
2409|9|1|2|1400|1|20|0
2447|7|9|1|40|20|5|0
2449|7|9|1|80|20|10|0
2450|7|9|1|100|20|15|0
2452|7|9|1|60|20|15|0
2453|7|9|1|100|20|20|0
2454|0|2|1|80|20|5|1
2455|0|1|1|40|20|15|5
2456|0|1|1|60|20|15|5
2457|0|2|1|60|20|12|2
2458|0|2|1|60|20|12|2
2459|0|1|1|100|20|15|5
2512|6|2|1|10|1000|5|1
2514|6|2|1|50|200|8|3
2515|6|2|1|50|1000|15|10
2516|6|3|1|10|1000|5|1
2519|6|3|1|50|1000|15|10
2553|9|6|2|100|1|12|0
2555|9|6|2|160|1|15|0
2581|0|7|1|80|20|1|0
2589|7|5|1|55|20|5|0
2592|7|5|1|135|20|15|0
2593|0|5|1|150|20|15|0
2594|0|5|1|1500|20|25|0
2595|0|5|1|2000|20|35|0
2596|0|5|1|120|20|15|0
2598|9|2|2|120|1|10|0
2601|9|2|2|400|1|21|0
2604|7|11|1|50|10|10|0
2605|7|11|1|100|10|15|0
2633|0|1|1|100|20|32|22
2665|7|8|1|20|20|1|0
2672|7|8|1|16|20|5|0
2673|7|8|1|40|20|10|0
2674|7|8|1|48|20|13|0
2675|7|8|1|44|20|13|0
2677|7|8|1|60|20|14|0
2678|7|11|1|10|20|5|0
2679|0|5|1|20|20|5|1
2680|0|5|1|40|20|7|1
2681|0|5|1|24|20|7|1
2682|0|5|1|100|20|15|5
2683|0|5|1|100|20|15|5
2684|0|5|1|80|20|15|5
2685|0|5|1|300|20|20|10
2686|0|5|1|50|10|1|1
2687|0|5|1|100|20|15|5
2697|9|5|1|400|1|15|0
2698|9|5|1|400|1|15|0
2699|9|5|1|800|1|20|0
2700|9|5|1|400|1|20|0
2701|9|5|1|1600|1|25|0
2723|0|5|1|50|20|1|1
2770|7|7|1|20|20|10|0
2771|7|7|1|100|20|20|0
2772|7|7|1|600|20|30|0
2775|7|7|2|300|20|10|0
2776|7|7|2|2000|20|25|0
2835|7|7|1|8|20|5|0
2836|7|7|1|60|20|15|0
2838|7|7|1|240|20|25|0
2840|7|7|1|40|20|10|0
2841|7|7|1|200|20|20|0
2842|7|7|2|400|20|10|0
2862|0|8|1|12|20|5|1
2863|0|8|1|40|20|15|5
2871|0|8|1|160|20|25|15
2880|7|11|1|100|20|5|0
2881|9|4|2|600|1|18|0
2882|9|4|2|1200|1|25|0
2883|9|4|2|1500|1|25|0
2886|7|8|1|20|20|5|0
2888|0|5|1|40|20|8|1
2889|9|5|1|240|1|8|0
2892|0|8|1|100|20|30|30
2893|0|8|1|150|20|38|38
2894|0|5|1|50|10|1|1
2924|7|8|1|65|20|14|0
2934|7|6|1|30|20|5|0
2996|7|5|1|160|20|10|0
2997|7|5|1|400|20|25|0
3012|0|4|1|200|20|1|1
3013|0|4|1|100|20|1|1
3029|6|2|1|200|200|20|15
3030|6|2|1|300|1000|30|25
3033|6|3|1|300|1000|30|25
3087|0|1|1|45|20|15|0
3164|7|11|1|135|10|1|0
3172|7|8|1|75|20|10|0
3173|7|8|1|60|20|11|0
3174|7|8|1|65|20|10|0
3182|7|5|1|1550|10|20|0
3220|0|5|1|160|20|15|5
3239|0|8|1|12|20|5|1
3240|0|8|1|40|20|15|5
3241|0|8|1|160|20|25|15
3355|7|9|1|200|20|22|0
3356|7|9|1|120|20|24|0
3357|7|9|1|300|20|30|0
3358|7|9|1|700|20|37|0
3369|7|9|1|100|20|22|0
3371|7|11|1|20|20|1|0
3372|7|11|1|200|20|25|0
3382|0|2|1|40|20|8|1
3383|0|2|1|400|20|20|10
3384|0|1|1|80|20|22|12
3385|0|1|1|120|20|24|14
3386|0|1|1|140|20|55|14
3387|0|1|1|120|20|50|45
3388|0|2|1|160|20|25|15
3389|0|2|1|160|20|26|16
3390|0|2|1|140|20|28|18
3391|0|2|1|160|20|30|20
3393|9|6|1|1000|1|22|0
3394|9|6|1|1000|1|24|0
3395|9|6|2|1000|1|50|0
3396|9|6|2|1000|1|28|0
3404|7|8|1|725|20|35|0
3448|0|5|1|25|20|15|0
3464|6|2|2|35|1000|35|0
3465|6|3|2|36|1000|36|0
3466|7|11|1|2000|20|25|0
3470|7|7|1|20|20|10|0
3478|7|7|1|40|20|20|0
3486|7|7|1|400|20|25|0
3530|0|7|1|100|20|1|0
3531|0|7|1|230|20|1|0
3575|7|7|1|800|20|30|0
3576|7|7|1|140|20|20|0
3577|7|7|2|2400|20|30|0
3608|9|4|2|2000|1|29|0
3609|9|4|2|100|1|10|0
3610|9|4|2|200|1|15|0
3611|9|4|2|2000|1|29|0
3612|9|4|2|2000|1|30|0
3662|0|5|1|100|20|15|5
3663|0|5|1|500|20|25|15
3664|0|5|1|400|20|25|15
3665|0|5|1|600|20|25|15
3666|0|5|1|400|20|25|15
3667|7|8|1|100|20|23|0
3678|9|5|1|400|1|15|0
3679|9|5|1|400|1|15|0
3680|9|5|1|1600|1|25|0
3681|9|5|1|1600|1|25|0
3682|9|5|1|1600|1|25|0
3683|9|5|1|1600|1|25|0
3685|7|8|1|285|20|22|0
3703|0|5|1|145|10|1|0
3712|7|8|1|350|20|30|0
3726|0|5|1|500|20|25|15
3727|0|5|1|500|20|25|15
3728|0|5|1|1200|20|30|20
3729|0|5|1|1200|20|35|25
3730|7|8|1|180|20|21|0
3731|7|8|1|220|20|23|0
3734|9|5|1|1600|1|25|0
3735|9|5|1|1800|1|25|0
3736|9|5|1|2000|1|30|0
3737|9|5|1|2200|1|30|0
3770|0|5|1|500|20|25|15
3771|0|5|1|1000|20|35|25
3775|0|8|1|70|20|20|20
3818|7|9|1|500|20|32|0
3819|7|9|1|400|20|39|0
3820|7|9|1|400|20|20|0
3821|7|9|1|600|20|34|0
3823|0|1|1|400|20|33|23
3824|0|8|1|600|5|34|24
3825|0|2|1|440|20|35|25
3826|0|2|1|420|20|36|26
3827|0|1|1|480|20|32|22
3828|0|2|1|600|20|39|29
3829|0|8|1|600|5|40|30
3830|9|6|1|2000|1|35|0
3831|9|6|2|2200|1|36|0
3832|9|6|2|2200|1|39|0
3857|7|7|1|500|20|30|0
3858|7|7|1|1000|20|40|0
3859|7|7|1|240|20|35|0
3860|7|7|1|1600|20|40|0
3861|7|7|1|500|10|45|0
3864|3|7|2|3200|20|40|0
3866|9|4|2|4000|1|35|0
3867|9|4|2|3800|1|34|0
3868|9|4|2|5000|1|40|0
3869|9|4|2|5000|1|40|0
3870|9|4|2|3000|1|32|0
3871|9|4|3|3400|1|35|0
3872|9|4|2|3200|1|34|0
3873|9|4|2|4400|1|39|0
3874|9|4|2|4400|1|37|0
3875|9|4|3|5000|1|40|0
3927|0|5|1|2000|20|45|35
3928|0|1|1|1000|20|45|35
4231|7|6|1|440|20|10|0
4232|7|6|1|500|10|20|0
4233|7|6|1|800|20|20|0
4234|7|6|1|600|20|30|0
4235|7|6|1|800|10|30|0
4236|7|6|1|900|20|30|0
4265|0|6|1|2600|10|30|20
4289|7|6|1|50|20|10|0
4291|7|5|1|500|20|30|0
4292|9|2|2|800|1|19|0
4293|9|1|2|650|1|20|0
4294|9|1|2|1600|1|24|0
4296|9|1|2|2100|1|28|0
4297|9|1|2|2000|1|30|0
4298|9|1|3|650|1|34|0
4299|9|1|2|2000|1|35|0
4300|9|1|2|2800|1|39|0
4301|9|1|3|3500|1|40|0
4304|7|6|1|1200|20|40|0
4305|7|5|1|2400|20|35|0
4306|7|5|1|600|20|30|0
4337|7|5|1|3000|10|35|0
4338|7|5|1|1000|20|40|0
4339|7|5|1|5000|20|45|0
4340|7|11|1|350|10|25|0
4341|7|11|1|500|10|25|0
4342|7|11|1|2500|10|50|0
4345|9|2|2|400|1|19|0
4346|9|2|2|400|1|20|0
4347|9|2|2|600|1|24|0
4348|9|2|2|700|1|25|0
4349|9|2|2|700|1|25|0
4350|9|2|2|800|1|28|0
4351|9|2|2|900|1|34|0
4352|9|2|2|1100|1|35|0
4353|9|2|2|1200|1|36|0
4354|9|2|3|1400|1|37|0
4355|9|2|1|1500|1|40|0
4356|9|2|2|1500|1|40|0
4357|7|1|1|16|20|5|0
4358|7|2|1|120|20|10|0
4359|7|1|1|50|20|8|0
4360|7|2|1|240|20|14|0
4361|7|1|1|480|20|10|0
4363|7|1|1|200|20|13|0
4364|7|1|1|48|20|15|0
4365|7|2|1|300|20|20|0
4366|7|3|1|300|10|17|0
4367|7|2|1|600|10|20|0
4370|7|2|1|700|20|26|0
4371|7|1|1|800|20|21|0
4374|7|2|1|800|20|29|0
4375|7|1|1|460|10|25|0
4376|7|3|1|800|1|25|15
4377|7|1|1|600|20|25|0
4378|7|2|1|1400|20|30|0
4380|7|2|1|2000|20|33|0
4382|7|1|1|2400|10|29|0
4384|7|2|1|4000|20|30|0
4386|7|3|1|700|1|31|21
4387|7|1|1|1600|10|32|0
4388|7|3|1|4000|1|32|0
4389|7|1|1|3000|10|34|0
4390|7|2|1|2000|20|35|0
4391|7|3|1|16000|5|35|30
4392|7|3|1|10000|10|37|0
4394|7|2|1|3000|20|43|0
4395|7|2|1|6400|20|39|0
4398|7|2|1|3600|20|40|0
4399|7|1|1|200|10|10|0
4400|7|1|1|2000|10|25|0
4402|7|11|1|1000|5|25|0
4403|7|3|1|8000|1|33|0
4404|7|1|1|100|20|18|0
4405|7|3|1|500|5|12|5
4406|7|3|1|2400|5|22|10
4407|7|3|2|4800|5|36|20
4408|9|3|2|650|1|15|0
4409|9|3|2|800|1|20|0
4410|9|3|2|1000|1|24|0
4411|9|3|2|1100|1|25|0
4412|9|3|2|1500|1|29|0
4413|9|3|2|1800|1|32|0
4414|9|3|2|1850|1|33|0
4415|9|3|3|2200|1|37|0
4416|9|3|2|2400|1|39|0
4417|9|3|2|2700|1|40|0
4419|0|4|1|450|20|40|30
4421|0|4|1|400|20|40|30
4422|0|4|1|450|20|40|30
4424|0|4|1|400|20|40|30
4425|0|4|1|500|20|40|30
4426|0|4|1|500|20|40|30
4457|0|5|1|1200|20|35|25
4461|7|6|1|835|10|30|0
4470|7|11|1|38|20|5|0
4479|0|8|1|715|10|35|25
4480|0|8|1|740|10|35|25
4481|0|8|1|705|10|35|25
4536|0|5|1|25|20|5|1
4537|0|5|1|125|20|15|5
4538|0|5|1|500|20|25|15
4539|0|5|1|1000|20|35|25
4540|0|5|1|25|20|5|1
4541|0|5|1|125|20|15|5
4542|0|5|1|500|20|25|15
4544|0|5|1|1000|20|35|25
4589|7|11|1|2120|10|1|0
4592|0|5|1|20|20|15|5
4593|0|5|1|500|20|25|15
4594|0|5|1|1000|20|35|25
4595|0|5|1|300|10|1|0
4596|0|1|1|100|20|15|5
4597|9|6|2|1000|1|10|0
4599|0|5|1|2000|20|45|35
4600|0|5|1|340|20|35|25
4601|0|5|1|2000|20|45|35
4602|0|5|1|2000|20|45|35
4603|7|8|1|80|20|45|35
4604|0|5|1|25|20|5|1
4605|0|5|1|125|20|15|5
4606|0|5|1|500|20|25|15
4607|0|5|1|1000|20|35|25
4608|0|5|1|2000|20|45|35
4609|9|5|1|1000|1|35|0
4611|7|11|1|200|20|1|0
4623|0|1|1|1500|20|43|33
4624|9|6|1|2200|1|43|0
4625|7|9|1|1000|20|41|0
4655|7|8|1|285|20|35|0
4656|0|5|1|25|20|5|1
4791|0|5|1|535|20|35|25
4852|7|2|1|1200|20|37|27
4960|6|3|1|50|1000|7|0
5042|0|8|1|50|10|5|0
5048|0|8|1|50|10|5|0
5057|0|5|1|25|20|5|1
5066|0|5|1|85|10|15|5
5082|7|6|1|100|10|10|0
5083|9|1|2|200|1|11|0
5095|0|5|1|125|20|15|5
5205|0|8|1|125|10|15|5
5206|0|8|1|150|10|12|0
5237|0|8|1|40|20|24|24
5342|0|5|1|355|10|18|0
5465|7|8|1|12|20|5|0
5466|7|8|1|32|20|8|0
5467|7|8|1|30|20|10|0
5468|7|8|1|48|20|15|0
5469|7|8|1|36|20|10|0
5470|7|8|1|115|20|22|0
5471|7|8|1|120|20|23|0
5472|0|5|1|40|20|7|1
5473|0|5|1|40|20|8|1
5474|0|5|1|36|20|10|1
5476|0|5|1|12|20|15|5
5477|0|5|1|74|20|15|5
5478|0|5|1|280|20|20|10
5479|0|5|1|500|20|22|12
5480|0|5|1|380|20|25|15
5482|9|5|1|40|1|5|0
5483|9|5|1|140|1|8|0
5484|9|5|1|240|1|10|0
5485|9|5|1|400|1|15|0
5486|9|5|1|440|1|15|0
5487|9|5|1|800|1|20|0
5488|9|5|1|400|1|20|0
5489|9|5|1|1200|1|25|0
5498|3|7|2|800|20|15|0
5500|3|7|2|3000|20|25|0
5503|7|8|1|65|20|14|0
5504|7|8|1|90|20|23|0
5507|7|3|1|2400|1|27|0
5523|7|11|1|60|20|10|0
5524|7|11|1|85|20|20|0
5525|0|5|1|80|20|15|5
5526|0|5|1|300|20|20|10
5527|0|5|1|380|20|25|15
5528|9|5|1|800|1|20|0
5543|9|4|2|1800|1|28|0
5568|6|3|1|16|1000|18|13
5578|9|4|2|1200|1|26|0
5631|0|1|1|120|20|14|4
5633|0|1|1|600|20|35|25
5634|0|1|1|300|20|30|20
5635|7|11|1|180|5|15|0
5637|7|11|1|300|5|30|0
5640|9|6|1|100|1|14|0
5642|9|6|1|1800|1|30|0
5643|9|6|1|2000|1|35|0
5740|0|8|1|100|5|20|0
5771|9|2|1|200|1|14|0
5772|9|2|1|500|1|23|0
5773|9|2|2|1000|1|30|0
5774|9|2|2|1100|1|35|0
5775|9|2|2|1400|1|37|0
5784|7|6|1|300|10|15|0
5785|7|6|1|2000|10|35|0
5786|9|1|1|550|1|18|0
5787|9|1|1|600|1|19|0
5788|9|1|2|650|1|34|0
5789|9|1|2|2800|1|38|0
5816|0|1|1|1620|1|25|0
5972|9|1|2|1500|1|21|0
5973|9|1|1|650|1|34|0
5974|9|1|2|1400|1|37|0
5996|0|2|1|380|20|18|8
5997|0|2|1|20|20|5|1
6037|7|7|2|5000|20|50|0
6038|0|5|1|1250|20|35|25
6039|9|5|1|5000|1|35|0
6041|0|6|1|6000|5|38|0
